VIN,Year,Make,Model,Mileage,Exterior Color,Model Series,Vda,Unit Number,Due Location Name,Advertised Price,State
1C3BC4FB7BN545574,2011,CHRYSLER,200,20569,SIL,LX,0,1358811,FLSOR10,15100,FL
